X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.0232422903941,38.8948587863045,13338982,38.894851,-77.02324,8th & D St NW,classic,248,active,2021/08/05 13:49:30+00,8,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0159722896162,38.9176297911222,13338983,38.917622,-77.01597,3rd & Elm St NW,classic,249,active,2021/08/05 14:53:11+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0047482860609,38.918162791453,13338984,38.918155,-77.004746,Rhode Island Ave & V St NE,classic,250,active,2021/08/05 12:05:11+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0139192874844,38.8922827862616,13338985,38.892275,-77.013917,Constitution Ave & 2nd St NW/DOL,classic,251,active,2021/08/05 14:29:07+00,5,0,20,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,27,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0137712870355,38.8869857853623,13338986,38.886978,-77.013769,Washington & Independence Ave SW/HHS,classic,252,active,2021/08/05 15:11:29+00,1,0,28,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0257642909132,38.8873197842693,13338987,38.887312,-77.025762,Independence Ave & L'Enfant Plaza SW/DOE,classic,253,active,2021/08/05 14:55:16+00,0,0,13,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-76.9971962838899,38.9275047940807,13338988,38.927497,-76.997194,Hamlin & 7th St NE,classic,254,active,2021/08/05 14:13:14+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0866013085013,38.8624857773508,13338989,38.862478,-77.086599,Columbia Pike & S Walter Reed Dr,classic,255,active,2021/08/05 14:30:10+00,8,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.111532315547,38.8563267752033,13338990,38.856319,-77.11153,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,classic,256,active,2021/08/05 08:11:11+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.1079083159126,38.8718297786107,13338991,38.871822,-77.107906,Pershing Dr & N George Mason Dr,classic,257,active,2021/08/05 14:53:41+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.0230842956748,38.9854118043059,13338992,38.985404,-77.023082,Fenton St & New York Ave ,classic,258,active,2021/08/05 08:11:11+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0974283187157,38.9811108007184,13338993,38.981103,-77.097426,Bethesda Ave & Arlington Rd,classic,259,active,2021/08/05 13:37:59+00,5,0,14,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0922123174111,38.9838458018867,13338994,38.983838,-77.09221,Montgomery Ave & Waverly St ,classic,260,active,2021/08/05 13:31:51+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1926743560733,39.0963198206333,13338995,39.096312,-77.192672,Fallsgrove Blvd & Fallsgrove Dr,classic,261,active,2021/08/05 11:42:12+00,12,0,5,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.2025033586868,39.0937908197856,13338996,39.093783,-77.202501,Traville Gateway Dr & Gudelsky Dr,classic,262,active,2021/08/05 08:11:12+00,15,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.09654131927,38.9885698025265,13338997,38.988562,-77.096539,Norfolk Ave & Fairmont St,classic,263,active,2021/08/05 11:37:07+00,5,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1512933418352,39.0841328192818,13338998,39.084125,-77.151291,E Montgomery Ave & Maryland Ave,classic,264,active,2021/08/05 12:19:06+00,2,0,13,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0980313193571,38.9895478026163,13338999,38.98954,-77.098029,Cordell & Norfolk Ave,classic,265,active,2021/08/05 12:04:28+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1452153402236,39.0947798223777,13339000,39.094772,-77.145213,Frederick Ave & Horners Ln,classic,266,active,2021/08/05 08:11:14+00,5,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,9,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0113382918454,38.9812878040632,13339001,38.98128,-77.011336,Philadelphia & Maple Ave,classic,267,active,2021/08/05 12:32:50+00,9,0,5,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0063132900481,38.9836348051957,13339002,38.983627,-77.006311,Maple & Ritchie Ave,classic,268,active,2021/08/05 08:11:12+00,3,0,16,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0291262980271,38.9952638064576,13339003,38.995256,-77.029124,Silver Spring Metro / Colesville Rd & Wayne Ave,classic,269,active,2021/08/05 08:11:12+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.095369318579,38.9835328010623,13339004,38.983525,-77.095367,Montgomery & East Ln,classic,270,active,2021/08/05 09:51:34+00,7,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0860003141936,38.9617707972384,13339005,38.961763,-77.085998,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,classic,271,active,2021/08/05 14:55:20+00,15,0,2,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0318892946171,38.9210817910704,13339006,38.921074,-77.031887,14th & Belmont St NW,classic,272,active,2021/08/05 13:43:24+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0024022826835,38.8750177828355,13339007,38.87501,-77.0024,3rd & Tingey St SE,classic,273,active,2021/08/05 15:03:15+00,12,0,6,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0256742923899,38.920394791182,13339008,38.920387,-77.025672,10th & Florida Ave NW,classic,274,active,2021/08/05 15:08:37+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-76.9944702809597,38.8767447840282,13339009,38.876737,-76.994468,Potomac Ave & 8th St SE,classic,275,active,2021/08/05 14:58:48+00,6,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.1880163538753,39.099383820859,13339010,39.099376,-77.188014,Fallsgrove Dr & W Montgomery Ave,classic,277,active,2021/08/05 08:51:29+00,10,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.1491643418602,39.0836808192077,13339011,39.083673,-77.149162,Monroe St & Monroe Pl,classic,278,active,2021/08/05 12:17:43+00,10,0,4,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.1574123460477,39.1235208271808,13339012,39.123513,-77.15741,Needwood Rd & Eagles Head Ct,classic,279,active,2021/08/05 08:16:13+00,8,0,6,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0293522985174,38.9902568054366,13339013,38.990249,-77.02935,East West Hwy & Blair Mill Rd,classic,280,active,2021/08/05 12:03:57+00,8,0,7,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0919933169556,38.9824638015252,13339014,38.982456,-77.091991,47th & Elm St,classic,282,active,2021/08/05 08:16:13+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0445653052408,39.025394811472,13339015,39.025387,-77.044563,Dennis Ave & Amherst Ave,classic,283,active,2021/08/05 08:51:28+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1590503452399,39.0956688212746,13339016,39.095661,-77.159048,Montgomery College / W Campus Dr & Mannakee St,classic,284,active,2021/08/05 08:51:28+00,11,0,8,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,21,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0238562964659,38.9897318052474,13339017,38.989724,-77.023854,Fenton St & Gist Ave,classic,285,active,2021/08/05 15:10:10+00,9,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0112122921839,38.9750078027019,13339018,38.975,-77.01121,Carroll & Westmoreland Ave,classic,286,active,2021/08/05 15:12:07+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0064742908754,38.9779408034894,13339019,38.977933,-77.006472,Carroll & Ethan Allen Ave,classic,287,active,2021/08/05 15:06:49+00,11,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1001063204367,38.9923828027124,13339020,38.992375,-77.100104,Battery Ln & Trolley Trail,classic,288,active,2021/08/05 13:09:53+00,13,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.100241320855,38.9906468029937,13339021,38.990639,-77.100239,Norfolk & Rugby Ave,classic,289,active,2021/08/05 12:22:00+00,6,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0945913172592,38.9771008005153,13339022,38.977093,-77.094589,Offutt Ln & Chevy Chase Dr,classic,290,active,2021/08/05 14:19:41+00,8,0,3,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1413803383657,39.0763388180297,13339023,39.076331,-77.141378,Fleet St & Ritchie Pkwy,classic,293,active,2021/08/05 08:51:29+00,9,0,5,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.1770933509004,39.102219822345,13339024,39.102212,-77.177091,Piccard & W Gude Dr,classic,294,active,2021/08/05 11:51:00+00,6,0,11,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0303732989948,38.9940428058168,13339025,38.994035,-77.030371,Silver Spring Transit Center - Top Level,classic,295,active,2021/08/05 12:48:49+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0315572992821,38.9993958068186,13339026,38.999388,-77.031555,Georgia Ave & Spring St,classic,296,active,2021/08/05 12:54:28+00,4,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0256102979639,38.9970408069041,13339027,38.997033,-77.025608,Fenton St & Ellsworth Dr ,classic,297,active,2021/08/05 12:06:12+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1714893506692,39.1146958251327,13339028,39.114688,-77.171487,King Farm Blvd & Pleasant Dr,classic,298,active,2021/08/05 08:51:29+00,13,0,4,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,18,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.1826713535147,39.1103218235396,13339029,39.110314,-77.182669,King Farm Blvd & Piccard Dr,classic,299,active,2021/08/05 08:51:32+00,12,0,3,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0500483011134,38.9235907911436,13339030,38.923583,-77.050046,Calvert St & Woodley Pl NW,classic,301,active,2021/08/05 15:05:57+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0153622888814,38.9073407892391,13339031,38.907333,-77.01536,New Jersey Ave & N St NW/Dunbar HS,classic,302,active,2021/08/05 15:13:29+00,13,0,4,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-76.9318642623142,38.8985437900346,13339032,38.898536,-76.931862,Nannie Helen Burroughs Ave & 49th St NE,classic,303,active,2021/08/05 13:29:30+00,2,0,3,1,6,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-76.9331012629167,38.9084807920939,13339033,38.908473,-76.933099,Deanwood Rec Center,classic,304,active,2021/08/05 13:21:11+00,7,0,7,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0302322918005,38.8784407828617,13339034,38.878433,-77.03023,Hains Point/Buckeye & Ohio Dr SW,classic,305,active,2021/08/05 15:16:49+00,6,0,9,1,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0892353091793,38.8737627794969,13339035,38.873755,-77.089233,Arlington Blvd & Fillmore St,classic,306,active,2021/08/05 13:47:12+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.054282298317,38.8627607789497,13339036,38.862753,-77.05428,Eads St & 12th St S,classic,307,active,2021/08/05 13:36:47+00,5,0,12,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.1096493237185,38.999641804123,13339037,38.999634,-77.109647,Old Georgetown Rd & Southwick St,classic,308,active,2021/08/05 14:35:41+00,12,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0886613143788,38.9611577974539,13339038,38.96115,-77.088659,Friendship Blvd & Willard Ave,classic,309,active,2021/08/05 15:08:10+00,18,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.0089132863458,38.8997107875051,13339039,38.899703,-77.008911,North Capitol St & G Pl NE,classic,310,active,2021/08/05 13:37:37+00,3,0,16,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0934803087887,38.8378537722552,13339040,38.837846,-77.093478,31st St & S Woodrow St,classic,311,active,2021/08/05 08:51:30+00,4,0,6,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.0821063074072,38.8732267799819,13339041,38.873219,-77.082104,Washington Blvd & Walter Reed Dr ,classic,312,active,2021/08/05 14:18:45+00,10,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.0955983114202,38.8694257787968,13339042,38.869418,-77.095596,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,classic,313,active,2021/08/05 08:51:31+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.0619793048357,38.9411467943489,13339043,38.941139,-77.061977,Connecticut Ave & Tilden St NW,classic,314,active,2021/08/05 14:46:05+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.1964443572319,39.103098821507,13339044,39.103091,-77.196442,Medical Center Dr & Key West Ave,classic,315,active,2021/08/05 08:57:00+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.1966383573135,39.097643820713,13339045,39.097636,-77.196636,Shady Grove Hospital,classic,316,active,2021/08/05 08:56:59+00,12,0,7,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0238962963837,38.9974528069879,13339046,38.997445,-77.023894,Veterans Pl & Pershing Dr ,classic,317,active,2021/08/05 14:03:39+00,10,0,0,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",44,2021/08/05 11:19:31+00,,"Montgomery County, MD (South)"
-77.1458053404842,39.0854018202287,13339047,39.085394,-77.145803,Rockville Metro East,classic,318,active,2021/08/05 08:57:01+00,10,0,3,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,13,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
-77.0121102868696,38.9003657877293,13339048,38.900358,-77.012108,1st & H St NW,classic,319,active,2021/08/05 14:55:46+00,4,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0027232878401,38.9523767989949,13339049,38.952369,-77.002721,Fort Totten Metro,classic,320,active,2021/08/05 15:10:57+00,13,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.0168572929329,38.9752268025906,13339050,38.975219,-77.016855,Takoma Metro,classic,321,active,2021/08/05 14:21:12+00,7,0,10,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-76.9958782832959,38.920689792949,13339051,38.920682,-76.995876,Rhode Island Ave Metro,classic,322,active,2021/08/05 15:04:18+00,15,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2021/08/05 11:19:31+00,,"Washington, DC"
-77.076133305416,38.8664787788533,13339052,38.866471,-77.076131,Rolfe St & 9th St S,classic,323,active,2021/08/05 12:03:33+00,7,0,3,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.0870853075023,38.839919772938,13339053,38.839912,-77.087083,Shirlington Transit Center / Quincy St & Randolph St,classic,324,active,2021/08/05 11:30:31+00,6,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2021/08/05 11:19:31+00,,"Arlington, VA"
-77.1660953488085,39.119772826132,13339054,39.119765,-77.166093,Shady Grove Metro West,classic,325,active,2021/08/05 08:57:03+00,12,0,6,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",43,2021/08/05 11:19:31+00,,"Montgomery County, MD (North)"
